R2_xgb,R2_reg,RMSE_xgb,RMSE_reg,MAE_xgb,MAE_reg,MAPE_xgb,MAPE_reg,rep,fold,pct_xgb_wins,mean_abs_err_xgb,mean_abs_err_reg,mean_abs_err_diff
0.9462847493088368,0.8910213234485148,25051.854773234692,35683.03999054661,18288.035862557546,26382.359910977593,7.898136632231033,11.419875989668991,1,1,65.06849315068493,18288.035862557546,26382.359910977593,8094.324048420047
0.9412104712671883,0.9019816506818165,30462.946304208792,39334.67876841493,19009.335910895523,26806.304590624703,8.893326896885027,12.948641128201412,1,2,65.06849315068493,19009.335910895523,26806.304590624703,7796.96867972918
0.9437930851434675,0.8964923116473578,33155.541599388845,44993.26995794324,20139.661949891768,29906.18149679303,7.544353145685238,11.452330012418809,1,3,67.8082191780822,20139.661949891768,29906.18149679303,9766.519546901261
0.9323820700423896,0.8801632327930217,32441.13951452951,43187.71307536072,20731.64430596917,29554.845826374898,7.496799734719054,11.222060724766507,1,4,68.04123711340206,20731.64430596917,29554.845826374898,8823.201520405728
0.9549635756984524,0.9186687918021356,28638.88070495721,38485.993424386084,19132.7961127483,25327.60150587281,8.111331307676636,10.123369786113305,1,5,59.79381443298969,19132.7961127483,25327.60150587281,6194.805393124512
0.9207034032414109,0.8747349013146167,32650.18420442964,41036.792083289474,19065.162851395562,28174.263132022203,7.787515330804521,11.944789501830229,1,6,67.35395189003437,19065.162851395562,28174.263132022203,9109.10028062664
0.9506432090915933,0.9136056410314776,24458.59182487195,32359.416752755824,16561.31092584024,23469.262556387028,6.658331924846215,9.59018312015696,1,7,62.54295532646048,16561.31092584024,23469.262556387028,6907.951630546788
0.9331891614819205,0.889748553715149,27192.153613569622,34931.102362470156,18729.333056075127,25402.84445751681,7.387883775271349,10.377080207785616,1,8,61.512027491408936,18729.333056075127,25402.84445751681,6673.511401441683
0.9566067485949473,0.916060715211188,23269.242339153527,32363.372993950525,17090.922715549168,24354.62535784004,6.741632042910332,9.68383518343611,1,9,63.230240549828174,17090.922715549168,24354.62535784004,7263.702642290871
0.9360239017218777,0.8866006194696456,29702.91710940502,39545.363257199184,19578.524330005395,27572.884144674565,7.476665794522851,10.660611076520082,1,10,68.72852233676976,19578.524330005395,27572.884144674565,7994.359814669169
0.9453074731397747,0.9011461932391774,28734.797721359362,38631.43573652922,19689.32655783339,27741.48231980988,9.140129024406589,12.875470599831162,2,1,68.4931506849315,19689.32655783339,27741.48231980988,8052.15576197649
0.9062583557615171,0.8724897166086394,38088.441834830664,44422.14531780335,21191.139983590252,27996.76409432605,8.252438443348005,11.11372154685874,2,2,60.95890410958904,21191.139983590252,27996.76409432605,6805.624110735796
0.9569340769845839,0.9058129094692955,26419.120351233683,39070.33762954475,17864.60899847757,26780.719636111397,6.717406150149764,10.469261117888522,2,3,64.72602739726028,17864.60899847757,26780.719636111397,8916.110637633825
0.9386309250439472,0.8943320571921747,28025.00924605431,36774.146533979816,19267.676565920323,26658.94821912792,7.472126519200486,10.772518637935585,2,4,63.91752577319587,19267.676565920323,26658.94821912792,7391.271653207597
0.9382971178519215,0.9103736706399943,32199.44152806258,38807.29921898605,19004.925329858826,26869.915264646475,7.87967343568437,11.117274070961694,2,5,64.26116838487972,19004.925329858826,26869.915264646475,7864.989934787649
0.947899965079063,0.9033348201722206,28566.515020973824,38911.08009740354,19166.61115063197,25828.955692437416,7.5464830971735255,10.415193749206278,2,6,62.54295532646048,19166.61115063197,25828.955692437416,6662.344541805447
0.9351530517984886,0.8887102184465349,27017.56628162384,35393.95540837028,17946.877210140017,25732.146986481337,6.696605569323287,10.042561136648228,2,7,64.26116838487972,17946.877210140017,25732.146986481337,7785.26977634132
0.925600859098473,0.8880775533570096,31103.317116353766,38148.84077117765,19609.81271421872,26832.710995300495,8.367548774264394,11.63950132297476,2,8,63.91752577319587,19609.81271421872,26832.710995300495,7222.898281081776
0.9553006703190994,0.9029707609347645,25885.868184234925,38138.49427264817,17333.825555708536,26541.575386072134,7.141860735360931,10.548344657798824,2,9,68.04123711340206,17333.825555708536,26541.575386072134,9207.749830363598
0.9570988052916842,0.9137673964556388,23515.814274732576,33339.65316624238,16837.18174312984,24676.688534028308,6.297047694831647,9.79132096897203,2,10,66.32302405498281,16837.18174312984,24676.688534028308,7839.506790898467
0.9313790739660099,0.8825268856576445,32000.60529759085,41869.63232295342,19093.076991157875,28560.856866808208,7.84662294870939,11.860233635966257,3,1,65.41095890410958,19093.076991157875,28560.856866808208,9467.779875650333
0.9362142965904452,0.8919654683841635,29516.65442487,38413.7541727909,18777.073299812684,26286.039809694037,7.788355158739034,10.947963270952512,3,2,64.04109589041096,18777.073299812684,26286.039809694037,7508.966509881353
0.9496202926682884,0.9239908606522282,26765.426342980663,32876.0212880573,17903.709010170158,24411.543467085365,7.092368651671234,9.645346016857232,3,3,61.986301369863014,17903.709010170158,24411.543467085365,6507.834456915207
0.9304427303772891,0.8885270298330316,32326.903417830665,40923.95789412415,19610.943920080077,25701.975232659323,8.46561718092581,10.589864513327711,3,4,58.4192439862543,19610.943920080077,25701.975232659323,6091.031312579245
0.9359308551045361,0.8839133234629515,25601.186782206707,34460.91648347294,17620.234733589827,25668.344779226078,7.611278463972755,11.17300158147944,3,5,66.66666666666666,17620.234733589827,25668.344779226078,8048.110045636251
0.9459498518263713,0.8971303056670489,30105.30928722207,41532.52867095125,19554.420038700922,29121.804407196076,7.38514716003333,11.219979203643568,3,6,69.41580756013745,19554.420038700922,29121.804407196076,9567.384368495153
